name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
copenhagen,2007-06-13,19,15,17,19,15,17,13.1,77.7,0,0,0,,0,0,,20.8,244,1004.1,86.2,12.2,,,,,2007-06-13T04:25:56,2007-06-13T21:53:50,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-14,17.1,13,15.3,17.1,13,15.3,8.8,67.2,0.071,100,4.17,rain,0,0,,21.9,301.5,1006.8,72.3,11.8,,,,,2007-06-14T04:25:37,2007-06-14T21:54:31,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-15,13.9,11.6,12.9,13.9,11.6,12.9,7.8,71.8,2.085,100,20.83,rain,0,0,,27.2,78,1008.7,87,12.9,,,,,2007-06-15T04:25:22,2007-06-15T21:55:09,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-16,15,13.9,14.4,15,13.9,14.4,12.7,90.1,23.476,100,41.67,rain,0,0,,28.6,81.2,1003.3,91.8,10.4,,,,,2007-06-16T04:25:12,2007-06-16T21:55:42,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-17,19.2,11.1,15.8,19.2,11.1,15.8,13.4,86.2,0.515,100,4.17,rain,0,0,,24.4,218.4,1004.6,52,11.3,,,,,2007-06-17T04:25:05,2007-06-17T21:56:12,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-18,18.3,12,15.8,18.3,12,15.8,12.8,82.9,0,0,0,,0,0,,14.2,334,1007,45.8,11.7,,,,,2007-06-18T04:25:02,2007-06-18T21:56:38,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-19,20.9,13.7,17,20.9,13.7,17,11.8,72.8,0,0,0,,0,0,,15.7,348.9,1013.1,61.8,13.2,,,,,2007-06-19T04:25:03,2007-06-19T21:57:01,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-20,21,13.6,18.1,21,13.6,18.1,12.9,73,0.043,100,4.17,rain,0,0,,23.5,135,1015.1,57.9,11.7,,,,,2007-06-20T04:25:07,2007-06-20T21:57:19,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-21,19.8,16.8,18.3,19.8,16.8,18.3,15.8,85.5,0.698,100,8.33,rain,0,0,,22.3,354.1,1010.8,86,9.5,,,,,2007-06-21T04:25:16,2007-06-21T21:57:34,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-22,18.3,13.1,15.7,18.3,13.1,15.7,12.9,83.7,29.647,100,58.33,rain,0,0,,26.8,319.6,1006,88.1,10,,,,,2007-06-22T04:25:28,2007-06-22T21:57:45,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-23,19.3,11.9,15.6,19.3,11.9,15.6,13,85.2,4.792,100,12.5,rain,0,0,,17.1,231.7,1004.4,61.6,11.3,,,,,2007-06-23T04:25:45,2007-06-23T21:57:52,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-24,19.2,12.9,16.4,19.2,12.9,16.4,13.5,83.5,0.4,100,4.17,rain,0,0,,23.3,222,1009.6,48.7,9.4,,,,,2007-06-24T04:26:05,2007-06-24T21:57:55,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,06170099999,02635099999"
copenhagen,2007-06-25,21.1,14,17.7,21.1,14,17.7,14.7,82.8,1.453,100,12.5,rain,0,0,,21.3,144.2,1005.3,65.4,10.3,,,,,2007-06-25T04:26:28,2007-06-25T21:57:54,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06170099999,02635099999"
copenhagen,2007-06-26,18.1,14.6,16.3,18.1,14.6,16.3,12.5,78.4,1.328,100,29.17,rain,0,0,,28.3,193.8,990.2,75.5,12.4,,,,,2007-06-26T04:26:56,2007-06-26T21:57:49,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-27,17.6,11.2,14.2,17.6,11.2,14.2,12.5,89.3,31.247,100,45.83,rain,0,0,,37.7,271.9,985.5,83.3,10.1,,,,,2007-06-27T04:27:27,2007-06-27T21:57:40,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-28,16.9,10.9,13.5,16.9,10.9,13.5,8.1,71.4,2.017,100,25,rain,0,0,,36.1,276,1000.8,81.1,12,,,,,2007-06-28T04:28:02,2007-06-28T21:57:27,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-29,18.1,10.9,14.6,18.1,10.9,14.6,10.5,76.6,1.007,100,8.33,rain,0,0,,30,218.2,1008.2,69,12.7,,,,,2007-06-29T04:28:40,2007-06-29T21:57:11,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-06-30,16.9,12,14.6,16.9,12,14.6,11,79.3,6.417,100,37.5,rain,0,0,,25.6,238.1,1007.4,67.9,12.4,,,,,2007-06-30T04:29:22,2007-06-30T21:56:50,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-01,17.2,9.7,14.4,17.2,9.7,14.4,11.4,83.2,0.012,100,4.17,rain,0,0,,19.6,158.2,1010.5,61.5,11.5,,,,,2007-07-01T04:30:08,2007-07-01T21:56:26,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-02,19.9,14,16.6,19.9,14,16.6,13.8,83.9,18.799,100,25,rain,0,0,,32.5,124.5,1007.3,91.7,11.1,,,,,2007-07-02T04:30:56,2007-07-02T21:55:58,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-03,20.1,15.9,17.7,20.1,15.9,17.7,14.5,82.3,14.642,100,25,rain,0,0,,22.9,204.1,1002,76.8,9.1,,,,,2007-07-03T04:31:48,2007-07-03T21:55:25,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-04,18.2,13.9,15.9,18.2,13.9,15.9,13,83.1,3.791,100,29.17,rain,0,0,,19.2,183.3,999.2,81.6,12.2,,,,,2007-07-04T04:32:44,2007-07-04T21:54:50,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-05,15.6,14.8,14.9,15.6,14.8,14.9,13.6,91.8,58.549,100,91.67,rain,0,0,,37.2,313.6,999.5,90.4,7.8,,,,,2007-07-05T04:33:42,2007-07-05T21:54:10,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-06,17,15,15.8,17,15,15.8,14.1,90.2,2.317,100,37.5,rain,0,0,,21.2,274,999,94.6,11,,,,,2007-07-06T04:34:43,2007-07-06T21:53:27,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-07,18.9,14,16.1,18.9,14,16.1,12.9,82.3,0.505,100,16.67,rain,0,0,,33.5,277.9,1001.9,90.4,12.4,,,,,2007-07-07T04:35:48,2007-07-07T21:52:40,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-08,19.9,13.1,16.3,19.9,13.1,16.3,10.6,70,0.252,100,4.17,rain,0,0,,41.2,278.7,1009,71.7,12.9,,,,,2007-07-08T04:36:55,2007-07-08T21:51:50,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-09,19.9,11.9,15.9,19.9,11.9,15.9,9.7,68.4,0,0,0,,0,0,,26.4,283,1009,52.3,12.6,,,,,2007-07-09T04:38:05,2007-07-09T21:50:56,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-10,19,11.1,15.3,19,11.1,15.3,10.4,73.8,2.543,100,8.33,rain,0,0,,22.6,255.3,1007.1,65,12.5,,,,,2007-07-10T04:39:18,2007-07-10T21:49:58,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-11,16,11,14,16,11,14,11.9,87,4.564,100,33.33,rain,0,0,,28.3,221.1,1004.5,83.1,11.9,,,,,2007-07-11T04:40:33,2007-07-11T21:48:58,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-12,17.9,13.9,15.5,17.9,13.9,15.5,11.6,78.5,0.433,100,25,rain,0,0,,26.7,269.2,1005.5,90,12.2,,,,,2007-07-12T04:41:51,2007-07-12T21:47:54,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-13,19.8,14,15.9,19.8,14,15.9,13.2,84.3,0.12,100,8.33,rain,0,0,,15.7,273.2,1010.5,88.5,11.4,,,,,2007-07-13T04:43:12,2007-07-13T21:46:46,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-14,23.6,14.8,18.9,23.6,14.8,18.9,15.9,83.3,0.436,100,12.5,rain,0,0,,27,194.5,1011.9,78.3,10.9,,,,,2007-07-14T04:44:34,2007-07-14T21:45:36,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-15,23.1,14.9,19.2,23.1,14.9,19.2,13.2,69.8,0,0,0,,0,0,,24.7,251.3,1015.5,46.4,13.4,,,,,2007-07-15T04:45:59,2007-07-15T21:44:22,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-16,25,15.9,20.6,25,15.9,20.6,15.6,73.7,0,0,0,,0,0,,26.2,93.8,1012.9,72.9,12.5,,,,,2007-07-16T04:47:26,2007-07-16T21:43:05,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-17,24,16.9,20.2,24,16.9,20.2,15.4,75,0,0,0,,0,0,,31.8,222.2,1011.8,67.4,11.6,,,,,2007-07-17T04:48:55,2007-07-17T21:41:45,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-18,23.9,14.8,19.5,23.9,14.8,19.5,13.7,70.6,0,0,0,,0,0,,30.1,229.8,1015.2,43.3,11.7,,,,,2007-07-18T04:50:27,2007-07-18T21:40:23,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-19,21,14.9,17.8,21,14.9,17.8,12,69.9,0,0,0,,0,0,,23.6,273.6,1017.1,41,12.4,,,,,2007-07-19T04:51:59,2007-07-19T21:38:57,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-20,19.4,12.8,16.7,19.4,12.8,16.7,10.9,69.6,0,0,0,,0,0,,18.5,8.9,1017.9,33.6,12.2,,,,,2007-07-20T04:53:34,2007-07-20T21:37:29,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-21,22,14.8,18.4,22,14.8,18.4,14.3,77.2,1.162,100,16.67,rain,0,0,,24.2,126.4,1015.1,81.5,12.8,,,,,2007-07-21T04:55:10,2007-07-21T21:35:58,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-22,16.9,13,15.3,16.9,13,15.3,13.7,90.4,28.187,100,45.83,rain,0,0,,25.1,31.8,1009.9,87.7,9.9,,,,,2007-07-22T04:56:48,2007-07-22T21:34:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-23,20,13,16.3,20,13,16.3,12.5,79.5,1.041,100,16.67,rain,0,0,,29.7,283.7,1003.3,88.2,12.5,,,,,2007-07-23T04:58:28,2007-07-23T21:32:48,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-24,18,14.7,15.9,18,14.7,15.9,13.9,88.1,1.605,100,20.83,rain,0,0,,22.3,86.5,997.7,85.8,11.2,,,,,2007-07-24T05:00:09,2007-07-24T21:31:09,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-25,20.8,14,16.8,20.8,14,16.8,12.2,76,3.828,100,29.17,rain,0,0,,35.3,291.3,1004,80.8,12.3,,,,,2007-07-25T05:01:51,2007-07-25T21:29:27,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-26,21,13.9,17.8,21,13.9,17.8,14.7,82.3,0.711,100,4.17,rain,0,0,,26.3,222.8,1008.6,84.3,11.7,,,,,2007-07-26T05:03:34,2007-07-26T21:27:44,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-27,20,14.8,17.1,20,14.8,17.1,14.1,83.1,14.16,100,66.67,rain,0,0,,32.5,234.9,1004.3,59.8,10.6,,,,,2007-07-27T05:05:19,2007-07-27T21:25:58,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-28,20,13.9,16.4,20,13.9,16.4,13.2,81.4,3.525,100,29.17,rain,0,0,,25,238.5,1006.5,68.1,12.1,,,,,2007-07-28T05:07:05,2007-07-28T21:24:10,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-29,18,12.8,15.1,18,12.8,15.1,10.6,75.3,0.523,100,8.33,rain,0,0,,26.3,257.6,1004.9,73.9,13.4,,,,,2007-07-29T05:08:52,2007-07-29T21:22:19,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-30,17,10,13.6,17,8.5,13.5,10.5,82.1,4.483,100,33.33,rain,0,0,,29.8,265.4,1001.4,54.7,12.2,,,,,2007-07-30T05:10:39,2007-07-30T21:20:27,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-07-31,17.9,13,14.9,17.9,13,14.9,10.6,75.8,0,0,0,,0,0,,34.1,279.4,1006.9,69.6,12.5,,,,,2007-07-31T05:12:28,2007-07-31T21:18:32,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-01,20.1,10.9,15.6,20.1,10.9,15.6,10.6,72.6,0,0,0,,0,0,,23,255.1,1013.6,56.4,12.6,,,,,2007-08-01T05:14:17,2007-08-01T21:16:36,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-02,19.1,13.8,16.5,19.1,13.8,16.5,13.1,80.8,3.858,100,12.5,rain,0,0,,25,156.9,1011.3,71.9,11.3,,,,,2007-08-02T05:16:07,2007-08-02T21:14:37,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-03,19.8,13.9,16.8,19.8,13.9,16.8,11.5,72.9,1.231,100,16.67,rain,0,0,,28.2,317.9,1013.6,53.7,12.1,,,,,2007-08-03T05:17:58,2007-08-03T21:12:37,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-04,21.2,10.1,16.1,21.2,10.1,16.1,12.2,78.8,0,0,0,,0,0,,19.3,225.3,1021.1,53.6,12.1,,,,,2007-08-04T05:19:50,2007-08-04T21:10:35,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-05,23.3,14.7,19,23.3,14.7,19,14.4,75.7,0,0,0,,0,0,,18.9,169.7,1020.1,31.3,11.1,,,,,2007-08-05T05:21:42,2007-08-05T21:08:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-06,23.2,15.7,19.8,23.2,15.7,19.8,14,71.1,0,0,0,,0,0,,22.7,133.8,1016.4,50,11.8,,,,,2007-08-06T05:23:35,2007-08-06T21:06:25,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-07,25,16.8,20.5,25,16.8,20.5,15.2,72.2,0,0,0,,0,0,,19.9,99.5,1014.4,64.2,11.7,,,,,2007-08-07T05:25:28,2007-08-07T21:04:18,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-08,25,15.9,20.1,25,15.9,20.1,16.5,80.3,0.111,100,4.17,rain,0,0,,16.6,52.8,1012.1,40.7,11.7,,,,,2007-08-08T05:27:21,2007-08-08T21:02:09,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-09,26,16.8,20.8,26,16.8,20.8,17.2,81.3,1.761,100,8.33,rain,0,0,,15.9,44.1,1013.4,46.9,10.7,,,,,2007-08-09T05:29:15,2007-08-09T20:59:59,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-10,24,19.1,21.1,24,19.1,21.1,18.6,86.1,2.785,100,20.83,rain,0,0,,17.2,16.1,1011.2,76.4,11.1,,,,,2007-08-10T05:31:09,2007-08-10T20:57:47,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-11,25.6,18.9,20.7,25.6,18.9,20.7,17.9,84.5,4.365,100,20.83,rain,0,0,,18.2,8.8,1008,74,10.7,,,,,2007-08-11T05:33:04,2007-08-11T20:55:34,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-12,20,16.7,19,20,16.7,19,16,83.3,0,0,0,,0,0,,19.6,308.8,1007.4,86.9,10.6,,,,,2007-08-12T05:34:59,2007-08-12T20:53:20,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-13,22.3,12.8,18.3,22.3,12.8,18.3,14.4,79.1,0.037,100,4.17,rain,0,0,,20.5,200.9,1008.6,35.3,10.4,,,,,2007-08-13T05:36:54,2007-08-13T20:51:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-14,21.1,12.8,18.1,21.1,12.8,18.1,12.3,70.3,0.014,100,4.17,rain,0,0,,17.5,185.7,1011.3,55,12.3,,,,,2007-08-14T05:38:49,2007-08-14T20:48:47,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-15,20.1,17.8,18.7,20.1,17.8,18.7,16.3,85.9,5.68,100,25,rain,0,0,38.9,31.5,166.4,1002.6,72.9,10.8,,,,,2007-08-15T05:40:45,2007-08-15T20:46:29,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-16,20.1,15.8,18.5,20.1,15.8,18.5,16.1,86.1,3.768,100,29.17,rain,0,0,,31.6,206.9,1000.7,80.2,12,,,,,2007-08-16T05:42:40,2007-08-16T20:44:09,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-17,18.8,13.8,15.8,18.8,13.8,15.8,11.6,76.4,0.821,100,12.5,rain,0,0,,30,235.8,1011,47.6,12.9,,,,,2007-08-17T05:44:36,2007-08-17T20:41:49,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-18,18.8,12.8,15.5,18.8,12.8,15.5,10.5,73.3,0,0,0,,0,0,,24.4,246.7,1015,53.3,12.8,,,,,2007-08-18T05:46:32,2007-08-18T20:39:27,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-19,21,13.6,17.6,21,13.6,17.6,13.1,75.6,0,0,0,,0,0,,25,131.5,1014.4,90,11.7,,,,,2007-08-19T05:48:28,2007-08-19T20:37:04,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-20,20.9,17.2,18.7,20.9,17.2,18.7,15.2,80.3,0.161,100,4.17,rain,0,0,,32.3,99.7,1009.3,88.1,11.7,,,,,2007-08-20T05:50:24,2007-08-20T20:34:40,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-21,20,17.9,18.9,20,17.9,18.9,16.9,88.1,0.369,100,12.5,rain,0,0,,28.2,59.2,1009.6,86,11.1,,,,,2007-08-21T05:52:20,2007-08-21T20:32:16,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-22,24,18,20.5,24,18,20.5,17.5,83.3,11.527,100,20.83,rain,0,0,,21.4,60.1,1011.3,78,11,,,,,2007-08-22T05:54:16,2007-08-22T20:29:50,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-23,21,17.1,19,21,17.1,19,17.5,91.1,7.814,100,25,rain,0,0,,19,109,1014.6,81.8,6.5,,,,,2007-08-23T05:56:12,2007-08-23T20:27:23,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-24,22,17,19.3,22,17,19.3,16.6,85.2,0,0,0,,0,0,,22.7,269.5,1017.9,69.3,7,,,,,2007-08-24T05:58:08,2007-08-24T20:24:56,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-25,19.9,15.3,17.6,19.9,15.3,17.6,14.3,81.3,0,0,0,,0,0,,29.9,268.4,1020.6,78.7,12.3,,,,,2007-08-25T06:00:03,2007-08-25T20:22:28,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-26,19.1,15.1,17.2,19.1,15.1,17.2,12.4,75.1,0.881,100,12.5,rain,0,0,,38.1,279.7,1017.7,68.8,12.7,,,,,2007-08-26T06:01:59,2007-08-26T20:19:59,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-27,17,12.9,14.7,17,12.9,14.7,9.7,72.8,1.666,100,20.83,rain,0,0,,32.6,277.1,1014.5,73.3,13.6,,,,,2007-08-27T06:03:55,2007-08-27T20:17:29,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-28,16.6,9.1,12.5,16.6,7.1,12.3,7.3,72.3,0.027,100,4.17,rain,0,0,,21.2,292.3,1012.8,32.5,20.2,,,,,2007-08-28T06:05:51,2007-08-28T20:14:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-29,16,8.2,12.8,16,6.3,12.5,6,65.2,6.218,100,8.33,rain,0,0,,28.8,283.1,1013.9,47,15.1,,,,,2007-08-29T06:07:47,2007-08-29T20:12:28,0.53,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-30,14.1,9,12.1,14.1,6.6,11.7,9.2,82.5,2.863,100,16.67,rain,0,0,,21.7,272.8,1010.9,87.3,12.9,,,,,2007-08-30T06:09:43,2007-08-30T20:09:56,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-08-31,16,8.9,12.6,16,7.3,12.2,10.7,88.6,8.122,100,20.83,rain,0,0,,28,259,1008.2,69.8,12,,,,,2007-08-31T06:11:38,2007-08-31T20:07:24,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,06174099999,06170099999,02635099999"
copenhagen,2007-09-01,17,12,14.4,17,12,14.4,10.2,76.7,1.404,100,12.5,rain,0,0,,22.7,281.1,1011.1,83.5,14.9,,,,,2007-09-01T06:13:34,2007-09-01T20:04:51,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,06174099999,06170099999,02635099999"
